term	def
مقَمَّل	infested with lice
مُقنَع	convincing
مقَوَّر	hollowed out, scooped out, low-necked
مَقوَرة	corer (for hollowing out fruit/vegetable)
مِقياس،مَقاييس	measure, indication, criterion, norm
مقَيَّد بِالوَقت	limited by time
مُقيم	resident
مُكافَحة	struggle, combat, combating
مُكالَمة	phone call
مَكانة	position, status, standing
مُكَبَّر	making bigger, magnifying, amplifying, exclaiming
مَكبوت	repressed, restrained, introverted
مَكّة،مَكّة اْلمُكَرَّمة	Mecca, Revered Mecca
مكَتّة	ashtray
مُكتَسَب	acquired, not innate/born
مُكتَشَف	discovered, discovery
مَكْتوب،مكْتوبة،مَكتوبين	written
مُكتَئَب	depressed
مُكَثَّف	intensive, concentrated, dense
مكَرسَح	disabled
مكَركَب	messy, a mess
مَكسَب،مَكاسَب	profit, gain
مكَسَّر	broken, pleated (skirt)
مَكسور	broken, backlog, work left undone
مكسور،مَكْسورة	broken
مكَشَّر	frowning
مَكشوف	bare, uncovered, open, exposed
مكَعَّب	cubed, cube, cubic, building block
مكَعوَك	frizzy
مَكفوف	blind
مكَلبَش	handcuffed
مُكَمّْل	supplementary, complimentary
مْكَمّل،مْكَمّلة،مْكَمّلين	having completed
مُكَنسة،مَكانَس	broom
مُكُنسة،مَكَانِس	broom
مكَنفَش	unruly (hair)
مكَهرَب	electrified
مِكواي،مَكاوي	iron (for ironing clothes)
مَكّوك	shuttle
مَكوى،مَكاوي	iron (for ironing clothes, soldering, etc)
مَكوِي	ironed
مُلاحَظة	comment, remark, note
مُلازَم	lieutenant
مَلّاك	landowner, proprietor, property owner
ملاك،ملايكة	angel
مُلاكَم	boxer
مُلاكَمة	boxing
مَلامَح	features, looks, outward appearance
مَلان	full
ملَبَّس	candies (coll)
مْلَبَّسة	candy
مُلتَحِمة	conjunctiva
مُلتَزَم	committed (to an ideology etc)
ملَتَّم	veiled, masked
مَلتينة	putty
مُلَثَّم،مُلَثَّمة،مُلَثَّمين	veiled, masked
مَلجَئ،مَلاجَئ	shelter, refuge
مِلِح	salt
مُلحَق	attaché, supplement
مَلحَمة،مَلاحَم	butcher's shop
مُلّحَّن	composer
مَلحوظ	perceptible, noticable
مُلَخَّص	summary
مَلزَمة،مَلازَم	vice, clamp
مَلزوزين	crowded together
مَلعون،مَلاعين	cursed, damned, clever (person), cunning rascal
مَلْعون،مَلْعونة،مَلْعونين	something cursed, cunning, damned
ملَغمَط/ملَغمَز/ملَغبَط	dirty, smeared
مَلغوم	mined (with landmines)
مَلَفّ	file, record
ملَفَّقة	fabrication, fabricated, made up
مَلفوف	wrapped, wound, coiled, cabbage
مَلقَط،مَلاقَط	pincers, tweezers, tongs
مَلَك	king (chess)
مُلك،أَملاك	property, possessions
مَلَك،ملوك	king
مُلْك،أمْلاك	property
مَلِك،مُلوك	king
مَلَكة	queen
مَلَكِة،مَلَكَات	queen
مَلَكي	royal, regal, kingly, monarchic
مَلَكِيّة	monarchy
مُلكِيّة	ownership
مَلَل	boredom
مَلموس	perceptible, tangible, discernable, noticable, touchable
مَلهى،مَلاهي	place of entertainment, club, etc
مُلَوَّث	polluted
ملَوَّح	stiff, having a stiff neck, backache, etc
ملوخِيّة	wild jute
ملَوَّن	colored
مَلْيان\مَلان،مَلْيانة،مَلْيانين	full
مليح	good
مَليون،مَلايين	million
مَليونَير	millionaire
مِمّا	than - used before verb
مُمارَسة	practice, (practical) experience
مُمارَسة	practical experience
مُماطَلية	runaround, stalling, obstructiveness, temporizing
مُمتاز	excellent
مُمتَع	enjoyable, interesting
مُمَثَّل	representative, actor
ممَخَّخ	brainwashed
مَمَرّ	crossing, passage, access
مُمَرَّض	nurse, paramedic
مَمزوع	torn
مَمسَحة،مَماسَح	duster, floorcloth
مُمكِن	possible
مُمَلّ	boring
مَملَحة،مَمالَح	salt cellar, salt shaker
مَملَكة،مَمالَك	kingdom
مَمْنوع،مَمْنوعة	prohibited
مَمنون	grateful
مُمَوَّل	funder, financial backer
مَمَّي	food, eat up!, (baby talk)
مِن	from, since
زَمان	long time
كُتْر	for <doing> so much
مَناخ	climate
مَنارة	lighthouse
مناسَب	suitable, appropriate, proper
مُناسَبة	opportunity, occasion
مُناسَبة،مُناسَبات	opportunity, occasion
مَناعة	immunity
مُنافَس	opponent, competitor
مُنافَسة	competition
مَنافَع	bathroom, lavatory, toilet, washroom
مُناقَشة	invitation to tender, public invitation to submit bids (for a piece of work)
مَناكير	manicure, nail polish
مناوَب	on call, on duty, duty- (adj)
مُناوَبة	alteration, rotation, shift
مُناوَرة	manoeuvre, stratagem, tactic, trick
مُناوَلة	communion (christianity)
مَنبَر	minbar, pulpit, podium, rostrum
منَبَّه	alarm clock
مُنَبَّه	stimulant
مُنتَج	product
مُنتَج	manufacturer, productive
مُنتَخَب	elected representative
مُنتَشَر	widespread
مُنتَظَر	expected, anticipated
مُنتَظَم	regular, ordered, fixed, methodical
مُنتَهى	limit, extreme, maximum
مَنتوج	product
مَنجَل،مَناجَل	scythe, sickle
منَجَّم	astrologer, stargazer, starry (of sky)
مَنجَم،مَناجَم	mine (minerals, resources, etc)
مَنجور	the wood finishings of a building
مِنحة،مِنَح	grant, stipend, award
مُنحَدَر	slope
مَنحوس	unlucky, ill-omened, mischevious, problematic, rascal
مُنخار	nostril, nose
مُنخُل،مَناخَل	sieve, fine mesh, netting
مُندَفَع	impulsive, hot-headed
مَندَل	circle where people sat trying to tell the future, crystal ball, fortune telling
مَندَلينة	tangerines
مُندَمَج	inserted, integrated
مَندوب	delegate, representative
مَنديل،مَناديل	kerchief, shawl
مِنَزوي	isolated, secluded, remote
مِنسَجَم	in keeping with, in harmony with, well-integrated
مَنسَف،مَناسَف	large tray or platter for serving food, OR Mansaf
مَنسوج	woven, textile
مِنشار،مَناشير	saw
مِنْشان	for
منَشّة	fly swatter
مُنَشَّط	tonic, stimulant, pick-me-up
مَنشَفة،مَناشَف	towel
مَنشور،مَناشير	published, publication, leaflet, pamphlet
مَنصَب،مَناصَب	position, post, office
مَنَصّة	platform, stand, stage, podium
مُنصَف	just, fair, equitable
مَنطَق	logic
مَنْطِقة،مَناطِق	area
مَنطِقي	logical
مِنطوي	self-centered, introverted
مَنْظر	view, sight, scene
مَنظَر،مَناظَر	view, sight
مُنَظَّم	organizer
مُنَظَّمة	organization
مَنع	prevention, prohibition
مِنَعزَل	cut off, isolated
مُنفَتَح	open, open minded
مَنفَر،مَنافَر	way out, exit
مِنَفرَد	isolated, separate, detatched, excluded
مِنَفعَل	upset, excited
مَنفول	scattered, strewn, all over the floor
مَنفى	(place of) exile
مُنقار،مَنَقير	beak
مِنقَرة	corer
مُنقَز/مُنقَذ،	lifeguard
مَنقَل،مَناقَل	brazier
مُنكَر	reprehensible, blameworthy, objectionable, unacceptable
مَنكوش،مَناكيش	pick, pickaxe
منَمَّر	numbered
مِنهَج،مَناهَج	way, method, program
مَنهوب	looted
منوزَل	having a runny nose
مُنَوَّع	varied
منَوَّم	soporiphic, narcotic, hypnotist, sleeping pill
منيح،مناح	good, well, etc
مْنيح،مْنيحة،مْنيحين	good, well
مَنيَك	pervert, sexual deviant, fucked
منَين	where from?
مَنيوك	fucked, faggot
مُهاجَم	attacker, assailant, forward (sport)
مَهارة	skill, expertise
مَهبَل،مَهابَل	vagina
مَهبول	stupid fool
مَهتري	worn out
مَهجَر،مَهاجَر	abroad, diaspora, place of emigration
مَهد	cradle
مُهَدّي	calming, soothing, sedative
مَهر،مُهور	bride price, dowry
مُهَرَّب	smuggler
مُهَرَّج	clown
مَهرَجان	festival
مَهري	worn out, tattered, ragged, in rags
مَهل	slowness, leisureliness, leisure
مُهلة	(period of) time, respite
مُهْلة،مِهَل	respite, period of time, some time
مُهِمّ،مُهِمّة،مُهِمِّيْن	important
مَهما	whatever
مُهِمّة	assignment, task, mission, duty
مُهمَل	neglected, negligible
مهَندَز	well-dressed, elegant
مهَندَم	well-dressed, elegant, chic
مِهَني	professional, vocational
مو،مش	not
مُواجَب	perservering, assiduous, persistent
مُواجَبة	application, perseverance, persistence, diligence
مُواجَهة	encounter, confrontation, clash
مُؤاخَذة	blame
موارَبة	crookedness
مَواسَرجي	plumber
مُواصَلات	transport
مُوافَقة	agreement, consent
مَوّال	type of popular arabic song
موبِليا	furniture
مؤتَمَر	conference, congress
مَوجة/موجة،أَمواج/موج	wave
موجَز	summarized, summary
موَجَّه	directed, aimed
موَجهَن	hypocrite
موجود،موجودة،موجودين	present
موَحَّد	united, uniform
موَحَّل	muddy
موَرَّم	swollen
مَوروب	crooked, askew, grumpy, in a bad mood
موزة،موز	banana
مؤزي	harmful
موسطَرة	sample
مُؤسِف،مُؤسِفة،مُؤسِفين	unfortunate, distressing, regrettable
مَوسَم،مَواسَم	season
موَسوَس	obsessed. phobic, anxiety ridden
مَوسوعة	encyclopedia
موسيقًى\موسيقًة	music
موش،مواش	razor, pen knife, flick knife, switchblade
موَشَّم	tattooed
مُوَصَّل	conductor (electricity etc)
موضوع،مَواضِيْع	subject
مَوعَد،مَواعَد/مَواعيد	(appointed) time/date
مُوَفَّق	successful, fortunate, happy
موَقَّت	temporary, temporarily, time-, timed
مَوقَع،مَواقَع	position, post, (web)site
مَوقَف	bus stop, taxi rank
مَوقَف،مَواقَف	position, attitude, opinion, bus stop
مَوقَف،مَواقِف	bus stop
مَوكَب،مَواكَب	procession
مَولَد	birth
مُوَلَّد	obstetrician, generator
موَلَّع	lit, alight
مَولود،مَواليد	born, from, of
مونة،مُوَن/مُؤَن	supplies, food, staples
مَوهِبة،مَواهَب	talent
مَوهوب	talented
مَيّ/مَيِّة،مَيَّات	water
مَيّ\مَيّة،مِيّات	water
مَيّال	inclined, tending, having a tendency
مِيّة	hundred
مَيتَم،مَياتَم	orphanage
ميثاق،مَواثيق	charter, covenant, pact
مَيدان	field - (adj)
ميْدَنة،مآدَن/مَيادَن	minaret
ميزان،مَوازين	scale, scales, weighing machine, balance
ميزانِيّة	budget
ميعاد،مَواعيد	date, appointed time, appointment, promise
ميْل،مُيول	tendency, trend, bent, inclination, tilt, slope, diagonal
مَيَّل!ء	come in!
ميلاد	birth, the birth of Jesus
ميلادي	birth- (adj)
مينة	enamel, dial (of watch), port, harbor
مينما/مين ما	whoever
مَيّو	swimming costume
مَيئوس	despaired (of), desperate
نابغة،نَوابَغ	(a) genius
نابلَس	Nablus (city)
ناجَح	successful
ناجَع	useful, beneficial, efficacious
ناحة،ناحات	side, aspect, point of view
ناحية،نَواحي	side, aspect, point of view, standpoint
ناخَب	voter
ناخَب،ناخْبة،ناخْبين	voter
نادَج/أَنداج	ripe, mature, grown up
نادَر	rare, unusual, uncommon, one who has made a vow
نادرة،نَوادَر	unusual occurrence, rare phenomenon, strange thing, amusing anecdote, curious tale
نادي،نَوادي	club
نَازْل،نازْلة،نازْلين	coming down (act), getting off
ناسي،ناسية،ناسين	forgot
ناشَف	dry
ناشِف،ناشْفة،ناشْفين	dry
ناصَح	fat, plump
ناصرة،الناصرة	Nazareth
ناضْرة،نَواضِر	anecdote
ناضور	binoculars, scope
ناطَق،الناطَق بِلِسان	spokesman
ناطور،نَواطير	watchman, warden
ناعَم،أَنعام	soft, fine, delicate, smooth
نافَع	effective, useful, helpful, beneficial
نافِع،نافْعة	useful, effective, beneficial
نافَق،نافقة	in demand, selling well
ناقَد،نُقّاد	critic
ناقَص	lacking, incomplete, missing, minus
ناقِص،ناقْصة،ناقصين	lacking, defective
ناموس	mosquito(s)
ناموسة،ناموسات،ناموس	mosquito (es)
ناموسِيّة	mosquito net
نامي	growing, developing
ناوي	the nuclear tests
ناي	flute, esp. traditional flute made of camboo or cane
نائَب،نوّاب	deputy, substitute, representative, delegate, member of parliament or congress, etc
نايَم	asleep, resting, having a rest, lying down (but not necessarily sleeping)
نايِم\غافي،نايِمة\غافْية،نايِمين\غافْيين	asleep
نَبات	plant(s)
نَباتي	vegetable, vegetarian
نَبّاشة	pick
نَبتة	a plant
نَبرة	tone, intonation
نَبض	pulse
نَبَع،نبوعة	spring, source
نُبَل	nobility, magnanimity
نَبّوت،نَبابيت	club, truncheon, billy club
نَبي،أَنبِياء	prophet
نبيد	wine
نَبيل،نُبَلاء	noble
نَتيجة،نَتايَج	result, outcome, upshot, consequence, bottom line(?)
نَتيجة،نَتايِج	result
نَثر،نَتر	prose
نَجات	rescue, deliverance, salvation
نَجاح	success
نَجّار	carpenter, joiner
نجارة	joinery, carpentry, wood shavings
نجاص،نجاصة	pear(s)
نَجاعة	efficacy, effectiveness
نَجدة	help, aid, support, reinforcement(s)
نِجمة،نجوم	star
نجيل	couch grass, Bermuda grass, common stargrass
